Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
PGAM5,"PGAM Family Member 5, Mitochondrial Serine/Threonine Protein Phosphatase",Protein Coding,Q96HS1,40,GC12P132710,3.079080343,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM5
AHCYL2,Adenosylhomocysteinase Like 2,Protein Coding,Q96HN2,42,GC07P129225,3.077703953,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHCYL2
PLPP3,Phospholipid Phosphatase 3,Protein Coding,O14495,43,GC01M056495,3.076809406,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLPP3
CTH,Cystathionine Gamma-Lyase,Protein Coding,P32929,53,GC01P070411,3.07576108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTH
PREX1,"Phosphatidylinositol-3,4,5-Trisphosphate Dependent Rac Exchange Factor 1",Protein Coding,Q8TCU6,47,GC20M048624,3.074716806,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PREX1
PLA1A,Phospholipase A1 Member A,Protein Coding,Q53H76,44,GC03P119597,3.073976517,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA1A
SNRPD1,Small Nuclear Ribonucleoprotein D1 Polypeptide,Protein Coding,P62314,42,GC18P021612,3.073729753,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPD1
SWSAP1,SWIM-Type Zinc Finger 7 Associated Protein 1,Protein Coding,Q6NVH7,34,GC19P011374,3.072818279,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SWSAP1
ARHGEF11,Rho Guanine Nucleotide Exchange Factor 11,Protein Coding,O15085,46,GC01M156934,3.070378304,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF11
RPN2,Ribophorin II,Protein Coding,P04844,46,GC20P037178,3.068589449,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPN2
ANGPTL1,Angiopoietin Like 1,Protein Coding,O95841,43,GC01M178849,3.066867828,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPTL1
CPEB4,Cytoplasmic Polyadenylation Element Binding Protein 4,Protein Coding,Q17RY0,42,GC05P173888,3.06616807,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPEB4
IGKC,Immunoglobulin Kappa Constant,Protein Coding,P01834,36,GC02M091516,3.064478159,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGKC
ITIH4,Inter-Alpha-Trypsin Inhibitor Heavy Chain 4,Protein Coding,Q14624,45,GC03M052812,3.064100027,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH4
LILRB1,Leukocyte Immunoglobulin Like Receptor B1,Protein Coding,Q8NHL6,47,GC19P090177,3.063793182,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRB1
RNF217-AS1,RNF217 Antisense RNA 1 (Head To Head),RNA Gene,,18,GC06M124563,3.063089848,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF217-AS1
ABCB8,ATP Binding Cassette Subfamily B Member 8,Protein Coding,Q9NUT2,45,GC07P151028,3.062768936,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB8
DNASE1,Deoxyribonuclease 1,Protein Coding,P24855,48,GC16P003611,3.061786413,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNASE1
MIR4427,MicroRNA 4427,RNA Gene,,13,GC01P233625,3.061094761,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4427
DOCK8-AS1,DOCK8 Antisense RNA 1,RNA Gene,Q5T8R8,29,GC09M000402,3.060736895,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK8-AS1
SLC16A6,Solute Carrier Family 16 Member 6,Protein Coding,O15403,39,GC17M068267,3.060495377,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A6
KIF20A,Kinesin Family Member 20A,Protein Coding,O95235,45,GC05P138189,3.060410738,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF20A
FADS2,Fatty Acid Desaturase 2,Protein Coding,O95864,48,GC11P061792,3.059956312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS2
PYCR3,Pyrroline-5-Carboxylate Reductase 3,Protein Coding,Q53H96,42,GC08M143604,3.057629108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCR3
HLA-DMA,"Major Histocompatibility Complex, Class II, DM Alpha",Protein Coding,P28067,43,GC06M084022,3.056462765,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DMA
MYBBP1A,MYB Binding Protein 1a,Protein Coding,Q9BQG0,44,GC17M004538,3.055393457,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBBP1A
NMI,N-Myc And STAT Interactor,Protein Coding,Q13287,44,GC02M151270,3.05343771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMI
LOC126861563,CDK7 Strongly-Dependent Group 2 Enhancer GRCh37_chr12:69202246-69203445,Functional Element,,3,GC12P068811,3.051756859,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126861563
CTNNBL1,Catenin Beta Like 1,Protein Coding,Q8WYA6,45,GC20P037693,3.049795866,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNBL1
RPS8,Ribosomal Protein S8,Protein Coding,P62241,42,GC01P044775,3.049715519,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS8
RAB5C,"RAB5C, Member RAS Oncogene Family",Protein Coding,P51148,44,GC17M042124,3.049540997,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB5C
MYL9,Myosin Light Chain 9,Protein Coding,P24844,47,GC20P036541,3.047187567,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL9
EIF3I,Eukaryotic Translation Initiation Factor 3 Subunit I,Protein Coding,Q13347,44,GC01P032221,3.045621395,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3I
AIRN,Antisense Of IGF2R Non-Protein Coding RNA,RNA Gene,,20,GC06M160003,3.045426369,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIRN
AFF2,ALF Transcription Elongation Factor 2,Protein Coding,P51816,47,GC0XP148500,3.04385376,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF2
PCSK1,Proprotein Convertase Subtilisin/Kexin Type 1,Protein Coding,P29120,53,GC05M096391,3.043790817,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK1
DMPK,DM1 Protein Kinase,Protein Coding,Q09013,51,GC19M045769,3.043552876,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMPK
NUTM2B,NUT Family Member 2B,Protein Coding,A6NNL0,27,GC10P102902,3.04281354,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUTM2B
DUT,Deoxyuridine Triphosphatase,Protein Coding,P33316,48,GC15P048331,3.042730808,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUT
COMP,Cartilage Oligomeric Matrix Protein,Protein Coding,P49747,51,GC19M018783,3.039362431,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMP
TRIM32,Tripartite Motif Containing 32,Protein Coding,Q13049,47,GC09P116687,3.039153099,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM32
NEUROD1,Neuronal Differentiation 1,Protein Coding,Q13562,47,GC02M181673,3.037760973,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROD1
ITLN1,Intelectin 1,Protein Coding,Q8WWA0,43,GC01M160876,3.037640572,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITLN1
MYO9B,Myosin IXB,Protein Coding,Q13459,48,GC19P089088,3.037046194,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO9B
CEP131,Centrosomal Protein 131,Protein Coding,Q9UPN4,40,GC17M081189,3.03633213,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP131
DBF4,DBF4 Zinc Finger,Protein Coding,Q9UBU7,44,GC07P087877,3.036281586,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBF4
BCL7C,BAF Chromatin Remodeling Complex Subunit BCL7C,Protein Coding,Q8WUZ0,39,GC16M041719,3.036100388,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL7C
YWHAG,Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Gamma,Protein Coding,P61981,52,GC07M078080,3.034542799,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAG
AP2M1,Adaptor Related Protein Complex 2 Subunit Mu 1,Protein Coding,Q96CW1,50,GC03P184174,3.033394814,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2M1
MIR449C,MicroRNA 449c,RNA Gene,,18,GC05M055173,3.031599522,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR449C
KARS1,Lysyl-TRNA Synthetase 1,Protein Coding,Q15046,50,GC16M075921,3.031356096,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KARS1
DNAJC27-AS1,DNAJC27 Antisense RNA 1,RNA Gene,,17,GC02P024971,3.030497551,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC27-AS1
MIR1908,MicroRNA 1908,RNA Gene,,17,GC11M061815,3.029709101,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1908
MT-RNR2,Mitochondrially Encoded 16S RRNA,RNA Gene,Q8IVG9,21,GCMTP000953,3.027361393,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-RNR2
RNU5A-1,"RNA, U5A Small Nuclear 1",RNA Gene,,17,GC15P065296,3.026671886,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU5A-1
SUPT6H,"SPT6 Homolog, Histone Chaperone And Transcription Elongation Factor",Protein Coding,Q7KZ85,42,GC17P028662,3.026366949,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUPT6H
UCHL5,Ubiquitin C-Terminal Hydrolase L5,Protein Coding,Q9Y5K5,45,GC01M193012,3.026185513,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCHL5
SP4,Sp4 Transcription Factor,Protein Coding,Q02446,44,GC07P021434,3.02607584,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP4
POLRMT,RNA Polymerase Mitochondrial,Protein Coding,O00411,46,GC19M000617,3.024081707,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLRMT
ME1,Malic Enzyme 1,Protein Coding,P48163,46,GC06M083210,3.021847963,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ME1
MC3R,Melanocortin 3 Receptor,Protein Coding,P41968,45,GC20P056248,3.020877838,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC3R
ASAH2,N-Acylsphingosine Amidohydrolase 2,Protein Coding,Q9NR71,45,GC10M050182,3.018536806,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASAH2
PINK1,PTEN Induced Kinase 1,Protein Coding,Q9BXM7,50,GC01P020634,3.017211914,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PINK1
ECD,Ecdysoneless Cell Cycle Regulator,Protein Coding,O95905,45,GC10M073130,3.016852617,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECD
SSRP1,Structure Specific Recognition Protein 1,Protein Coding,Q08945,45,GC11M113229,3.014038324,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSRP1
DAZAP1,DAZ Associated Protein 1,Protein Coding,Q96EP5,42,GC19P001407,3.013893843,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAZAP1
PPIL2,Peptidylprolyl Isomerase Like 2,Protein Coding,Q13356,46,GC22P059899,3.013699055,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIL2
MMS19,"MMS19 Homolog, Cytosolic Iron-Sulfur Assembly Component",Protein Coding,Q96T76,43,GC10M097458,3.013403416,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMS19
LPAR6,Lysophosphatidic Acid Receptor 6,Protein Coding,P43657,48,GC13M048389,3.013254166,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR6
CSTF1,Cleavage Stimulation Factor Subunit 1,Protein Coding,Q05048,42,GC20P056392,3.012616873,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSTF1
EIF4A2,Eukaryotic Translation Initiation Factor 4A2,Protein Coding,Q14240,48,GC03P186783,3.011699915,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4A2
MANF,Mesencephalic Astrocyte Derived Neurotrophic Factor,Protein Coding,P55145,44,GC03P051385,3.00988245,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MANF
TMEM209,Transmembrane Protein 209,Protein Coding,Q96SK2,38,GC07M130164,3.009244204,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM209
PALM2AKAP2,PALM2 And AKAP2 Fusion,Protein Coding,,28,GC09P109499,3.009020567,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PALM2AKAP2
DLD,Dihydrolipoamide Dehydrogenase,Protein Coding,P09622,53,GC07P107890,3.008090258,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLD
CALCR,Calcitonin Receptor,Protein Coding,P30988,52,GC07M093424,3.007668972,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCR
NPLOC4,"NPL4 Homolog, Ubiquitin Recognition Factor",Protein Coding,Q8TAT6,44,GC17M081556,3.007456541,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPLOC4
CNTFR,Ciliary Neurotrophic Factor Receptor,Protein Coding,P26992,48,GC09M034551,3.0070889,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTFR
SRMS,Src-Related Kinase Lacking C-Terminal Regulatory Tyrosine And N-Terminal Myristylation Sites,Protein Coding,Q9H3Y6,43,GC20M063539,3.006712198,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRMS
YTHDF3,YTH N6-Methyladenosine RNA Binding Protein F3,Protein Coding,Q7Z739,41,GC08P063168,3.006413698,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YTHDF3
LY86,Lymphocyte Antigen 86,Protein Coding,O95711,42,GC06P006588,3.005066395,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY86
AMIGO2,Adhesion Molecule With Ig Like Domain 2,Protein Coding,Q86SJ2,44,GC12M047077,3.005023003,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMIGO2
CYP11B1,Cytochrome P450 Family 11 Subfamily B Member 1,Protein Coding,P15538,50,GC08M142872,3.004233122,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP11B1
LPAR5,Lysophosphatidic Acid Receptor 5,Protein Coding,Q9H1C0,42,GC12M006618,3.003483772,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR5
RNPEP,Arginyl Aminopeptidase,Protein Coding,Q9H4A4,45,GC01P201982,3.003027439,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPEP
RASGRF2,Ras Protein Specific Guanine Nucleotide Releasing Factor 2,Protein Coding,O14827,42,GC05P080960,3.000947475,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASGRF2
PCK2,"Phosphoenolpyruvate Carboxykinase 2, Mitochondrial",Protein Coding,Q16822,50,GC14P024094,3.000178337,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCK2
FKBP4,FKBP Prolyl Isomerase 4,Protein Coding,Q02790,49,GC12P002804,2.999485016,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP4
PFKFB2,"6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 2",Protein Coding,O60825,46,GC01P207034,2.999415874,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB2
ETS1-AS1,ETS1 Antisense RNA 1,RNA Gene,,14,GC11P128527,2.998984814,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETS1-AS1
PPP3CA,Protein Phosphatase 3 Catalytic Subunit Alpha,Protein Coding,Q08209,55,GC04M101024,2.998652458,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP3CA
LORICRIN,Loricrin Cornified Envelope Precursor Protein,Protein Coding,P23490,39,GC01P156980,2.998383045,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LORICRIN
CEP350,Centrosomal Protein 350,Protein Coding,Q5VT06,40,GC01P179955,2.997504711,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP350
GOPC,Golgi Associated PDZ And Coiled-Coil Motif Containing,Protein Coding,Q9HD26,46,GC06M117560,2.996448278,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOPC
VTRNA1-1,Vault RNA 1-1,RNA Gene,,15,GC05P149542,2.996081352,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTRNA1-1
PWP1,"PWP1 Homolog, Endonuclein",Protein Coding,Q13610,40,GC12P107685,2.994793892,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWP1
TRIM16,Tripartite Motif Containing 16,Protein Coding,O95361,39,GC17M015627,2.994031906,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM16
S100A10,S100 Calcium Binding Protein A10,Protein Coding,P60903,48,GC01M157596,2.992971659,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A10
RNASE3,Ribonuclease A Family Member 3,Protein Coding,P12724,44,GC14P020891,2.992395401,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASE3
ABCC8,ATP Binding Cassette Subfamily C Member 8,Protein Coding,Q09428,50,GC11M017392,2.991136074,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC8
ZC3H12A,Zinc Finger CCCH-Type Containing 12A,Protein Coding,Q5D1E8,43,GC01P037474,2.991036415,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H12A
EYS,Eyes Shut Homolog,Protein Coding,Q5T1H1,38,GC06M063719,2.99059391,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EYS
FCGR1A,Fc Gamma Receptor Ia,Protein Coding,P12314,46,GC01P156688,2.990304232,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR1A
PTGES2,Prostaglandin E Synthase 2,Protein Coding,Q9H7Z7,47,GC09M128120,2.988734722,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGES2
CRY1,Cryptochrome Circadian Regulator 1,Protein Coding,Q16526,48,GC12M106991,2.988230705,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRY1
UQCRC2,Ubiquinol-Cytochrome C Reductase Core Protein 2,Protein Coding,P22695,50,GC16P053124,2.987559795,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRC2
MBD3,Methyl-CpG Binding Domain Protein 3,Protein Coding,O95983,45,GC19M010472,2.987425327,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBD3
MOGS,Mannosyl-Oligosaccharide Glucosidase,Protein Coding,Q13724,47,GC02M074461,2.985946178,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOGS
ATP2B1,ATPase Plasma Membrane Ca2+ Transporting 1,Protein Coding,P20020,48,GC12M089588,2.985677958,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2B1
DEFB4A,Defensin Beta 4A,Protein Coding,O15263,39,GC08P008406,2.984741688,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB4A
LINC00662,Long Intergenic Non-Protein Coding RNA 662,RNA Gene,,16,GC19M027663,2.982700825,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00662
MTHFS,Methenyltetrahydrofolate Synthetase,Protein Coding,P49914,47,GC15M079833,2.982504606,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFS
LMCD1,LIM And Cysteine Rich Domains 1,Protein Coding,Q9NZU5,43,GC03P008693,2.982206821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMCD1
IPO9,Importin 9,Protein Coding,Q96P70,39,GC01P201829,2.981661797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO9
DPM1,"Dolichyl-Phosphate Mannosyltransferase Subunit 1, Catalytic",Protein Coding,O60762,48,GC20M050934,2.980632782,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPM1
KIN,Kin17 DNA And RNA Binding Protein,Protein Coding,O60870,41,GC10M007750,2.980589867,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIN
SLX1B,"SLX1 Homolog B, Structure-Specific Endonuclease Subunit",Protein Coding,Q9BQ83,34,GC16P029454,2.980542183,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLX1B
NAGA,Alpha-N-Acetylgalactosaminidase,Protein Coding,P17050,50,GC22M042058,2.980453253,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGA
ADAMTS13,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 13,Protein Coding,Q76LX8,52,GC09P133414,2.980221987,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS13
C3AR1,Complement C3a Receptor 1,Protein Coding,Q16581,48,GC12M008745,2.978290319,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C3AR1
ARHGAP24,Rho GTPase Activating Protein 24,Protein Coding,Q8N264,44,GC04P085475,2.978112698,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP24
TRIM8,Tripartite Motif Containing 8,Protein Coding,Q9BZR9,43,GC10P104047,2.976031303,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM8
KRIT1,KRIT1 Ankyrin Repeat Containing,Protein Coding,O00522,46,GC07M092198,2.975553989,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRIT1
SHARPIN,SHANK Associated RH Domain Interactor,Protein Coding,Q9H0F6,43,GC08M144098,2.97550869,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHARPIN
CCT6A,Chaperonin Containing TCP1 Subunit 6A,Protein Coding,P40227,44,GC07P056051,2.974589586,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT6A
SMOX,Spermine Oxidase,Protein Coding,Q9NWM0,43,GC20P004120,2.97413969,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMOX
SPAG5,Sperm Associated Antigen 5,Protein Coding,Q96R06,42,GC17M028577,2.973926067,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPAG5
USO1,USO1 Vesicle Transport Factor,Protein Coding,O60763,41,GC04P075724,2.972743988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USO1
TARBP2,TARBP2 Subunit Of RISC Loading Complex,Protein Coding,Q15633,44,GC12P053502,2.971274376,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARBP2
DDX52,DExD-Box Helicase 52,Protein Coding,Q9Y2R4,40,GC17M037609,2.970514536,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX52
GTF2A1,General Transcription Factor IIA Subunit 1,Protein Coding,P52655,40,GC14M081175,2.969795704,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2A1
GABPA,GA Binding Protein Transcription Factor Subunit Alpha,Protein Coding,Q06546,44,GC21P025734,2.968808651,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABPA
RNF4,Ring Finger Protein 4,Protein Coding,P78317,44,GC04P002462,2.965727806,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF4
KRT78,Keratin 78,Protein Coding,Q8N1N4,39,GC12M052837,2.963778019,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT78
CPNE1,Copine 1,Protein Coding,Q99829,44,GC20M035626,2.961638212,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPNE1
COL6A3,Collagen Type VI Alpha 3 Chain,Protein Coding,P12111,49,GC02M237324,2.961423874,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL6A3
PHKB,Phosphorylase Kinase Regulatory Subunit Beta,Protein Coding,Q93100,48,GC16P054581,2.959389448,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHKB
RHOU,Ras Homolog Family Member U,Protein Coding,Q7L0Q8,41,GC01P228644,2.959028244,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOU
FOXF2,Forkhead Box F2,Protein Coding,Q12947,40,GC06P001389,2.958247423,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXF2
ARFGEF2,ADP Ribosylation Factor Guanine Nucleotide Exchange Factor 2,Protein Coding,Q9Y6D5,45,GC20P048921,2.958030939,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFGEF2
C4A,Complement C4A (Rodgers Blood Group),Protein Coding,P0C0L4,47,GC06P112023,2.957465172,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4A
RASSF6,Ras Association Domain Family Member 6,Protein Coding,Q6ZTQ3,41,GC04M073571,2.956566095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF6
GCNT3,"Glucosaminyl (N-Acetyl) Transferase 3, Mucin Type",Protein Coding,O95395,41,GC15P059626,2.956493378,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCNT3
HLA-DRB5,"Major Histocompatibility Complex, Class II, DR Beta 5",Protein Coding,Q30154,44,GC06M083997,2.95600009,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB5
PKN3,Protein Kinase N3,Protein Coding,Q6P5Z2,45,GC09P128702,2.955950975,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKN3
SLC26A2,Solute Carrier Family 26 Member 2,Protein Coding,P50443,48,GC05P149944,2.954564571,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A2
SCN5A,Sodium Voltage-Gated Channel Alpha Subunit 5,Protein Coding,Q14524,54,GC03M038605,2.953783274,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN5A
HEXIM1,HEXIM P-TEFb Complex Subunit 1,Protein Coding,O94992,43,GC17P086491,2.953625679,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEXIM1
PAF1,"PAF1 Homolog, Paf1/RNA Polymerase II Complex Component",Protein Coding,Q8N7H5,42,GC19M039385,2.951705933,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAF1
MIR200CHG,MIR200C And MIR141 Host Gene,RNA Gene,,16,GC12P033191,2.949977875,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200CHG
ZNF148,Zinc Finger Protein 148,Protein Coding,Q9UQR1,45,GC03M125225,2.949164152,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF148
FHL1,Four And A Half LIM Domains 1,Protein Coding,Q13642,49,GC0XP136146,2.948777437,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL1
EFTUD2,Elongation Factor Tu GTP Binding Domain Containing 2,Protein Coding,Q15029,47,GC17M064297,2.947730541,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFTUD2
COL9A2,Collagen Type IX Alpha 2 Chain,Protein Coding,Q14055,47,GC01M040300,2.947602272,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL9A2
CBX3,Chromobox 3,Protein Coding,Q13185,47,GC07P026201,2.946525574,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX3
STIM2,Stromal Interaction Molecule 2,Protein Coding,Q9P246,44,GC04P026859,2.945659161,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STIM2
SLCO2A1,Solute Carrier Organic Anion Transporter Family Member 2A1,Protein Coding,Q92959,48,GC03M133932,2.945556641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO2A1
ADORA1,Adenosine A1 Receptor,Protein Coding,P30542,51,GC01P203090,2.944203138,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA1
GPD2,Glycerol-3-Phosphate Dehydrogenase 2,Protein Coding,P43304,50,GC02P156401,2.941538095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPD2
FMNL1,Formin Like 1,Protein Coding,O95466,42,GC17P086494,2.940909386,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMNL1
LYPD3,LY6/PLAUR Domain Containing 3,Protein Coding,O95274,41,GC19M043460,2.940909386,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYPD3
